Sample	Input_R1	Input_R2	IP_R1	IP_R2
CPCG0413	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0413_S5_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0413_S5_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0413_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0413_IP_R2.fastq.gz
CPCG0414	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0414_S6_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0414_S6_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0414_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0414_IP_R2.fastq.gz
CPCG0416	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0416_S2_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0416_S2_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0416_S2_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0416_S2_L006_R2_001.fastq.gz
CPCG0418	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L3-S07D/INPUT-CPCG0418-add_S7_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L3-S07D/INPUT-CPCG0418-add_S7_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0418_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0418_IP_R2.fastq.gz
CPCG0423	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0423_S6_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0423_S6_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0423_S7_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0423_S7_L005_R2_001.fastq.gz
CPCG0426	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0426_S5_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0426_S5_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0426_S5_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0426_S5_L008_R2_001.fastq.gz
CPCG0428	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0428_S7_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0428_S7_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0428_S8_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0428_S8_L005_R2_001.fastq.gz
CPCG0432	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0432_S8_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0432_S8_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0432_S1_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0432_S1_L002_R2_001.fastq.gz
CPCG0434	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L2-S07D/INPUT-CPCG0434_S3_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L2-S07D/INPUT-CPCG0434_S3_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0434_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0434_IP_R2.fastq.gz
CPCG0437	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0437_S1_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0437_S1_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0437_S9_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0437_S9_L005_R2_001.fastq.gz
CPCG0439	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0439_S2_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0439_S2_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0439_S2_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0439_S2_L002_R2_001.fastq.gz
CPCG0445	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0445_S3_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0445_S3_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0445_S3_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0445_S3_L002_R2_001.fastq.gz
CPCG0448	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0448_S8_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0448_S8_L006_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0448_S1_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0448_S1_L006_R2_001.fastq.gz
CPCG0450	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0450_S5_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0450_S5_L008_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0450_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0450_IP_R2.fastq.gz
CPCG0454	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0454_S4_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0454_S4_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0454_S2_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0454_S2_L006_R2_001.fastq.gz
CPCG0455	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0455_S5_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0455_S5_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0455_S3_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0455_S3_L006_R2_001.fastq.gz
CPCG0456	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0456_S6_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0456_S6_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0456_S4_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0456_S4_L006_R2_001.fastq.gz
CPCG0457	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L2-S07D/INPUT-CPCG0457_S4_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200229_CPC_m6A_MeRIP_batch_11/S07D_20200229_X1_BH3MM3CCX2/L2-S07D/INPUT-CPCG0457_S4_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0457_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0457_IP_R2.fastq.gz
CPCG0458	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0458_S6_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0458_S6_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0458_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0458_IP_R2.fastq.gz
CPCG0459	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0459_S7_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0459_S7_L006_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0459_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0459_IP_R2.fastq.gz
CPCG0462	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0462_S7_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0462_S7_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0462_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0462_IP_R2.fastq.gz
CPCG0463	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0463_S8_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0463_S8_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0463_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0463_IP_R2.fastq.gz
CPCG0464	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0464_S4_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0464_S4_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L3-SR18508/CPC0464_S2_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L3-SR18508/CPC0464_S2_L003_R2_001.fastq.gz
CPCG0465	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0465_S5_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0465_S5_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/CPC0465_S1_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/CPC0465_S1_L001_R2_001.fastq.gz
CPCG0466	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0466_S7_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0466_S7_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0466_S5_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0466_S5_L006_R2_001.fastq.gz
CPCG0467	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0467_S8_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L4-SR18508/InputCPC0467_S8_L004_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0467_S6_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0467_S6_L006_R2_001.fastq.gz
CPCG0468	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0468_S6_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0468_S6_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0468_S6_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0468_S6_L008_R2_001.fastq.gz
CPCG0470	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0470_S1_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0470_S1_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0470_S7_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0470_S7_L006_R2_001.fastq.gz
